Subject,Relation,Object
UN,related_to,Greek Cypriot
UN,related_to,Turkish Cypriot
Greek Cypriot,related_to,Turkish Cypriot
September 2008,related_to,UN
EU,related_to,1 May 2004
EU,related_to,EU
EU,related_to,Turkish Cypriots
1 May 2004,related_to,EU
1 May 2004,related_to,Turkish Cypriots
EU,related_to,Turkish Cypriots
Turkish Cypriots,related_to,Republic of Cyprus
Turkish Cypriots,related_to,European Union
Republic of Cyprus,related_to,European Union
Austria,related_to,World War I
Nazi Germany,related_to,1938
Nazi Germany,related_to,1945
Nazi Germany,related_to,Austria
1938,related_to,1945
1938,related_to,Austria
1945,related_to,Austria
State Treaty,related_to,1955
State Treaty,related_to,Austria
State Treaty,related_to,Germany
1955,related_to,Austria
1955,related_to,Germany
Austria,related_to,Germany
Soviet Union,related_to,1991
Soviet Union,related_to,Austria
Soviet Union,related_to,European Union
Soviet Union,related_to,1995
1991,related_to,Austria
1991,related_to,European Union
1991,related_to,1995
Austria,related_to,European Union
Austria,related_to,1995
European Union,related_to,1995
Austria,related_to,EU Economic and Monetary Union
Austria,related_to,1999
EU Economic and Monetary Union,related_to,1999
Jeff Maier,related_to,Yankees-Orioles
Jeff Maier,related_to,Baltimore
Yankees-Orioles,related_to,Baltimore
one,related_to,Christmas
one,related_to,January 1st
one,related_to,Ears Day
Christmas,related_to,January 1st
Christmas,related_to,Ears Day
January 1st,related_to,Ears Day
U.S.,related_to,American
U.S.,related_to,Iraq
American,related_to,Iraq
Balad,related_to,Baghdad
Balad,related_to,Wednesday
Baghdad,related_to,Wednesday
Arab League Secretary-General Amr Moussa,related_to,Baghdad
Arab League Secretary-General Amr Moussa,related_to,Thursday
Arab League Secretary-General Amr Moussa,related_to,Iraq
Arab League Secretary-General Amr Moussa,related_to,2003
Arab League Secretary-General Amr Moussa,related_to,U.S.
Baghdad,related_to,Thursday
Baghdad,related_to,Iraq
Baghdad,related_to,2003
Baghdad,related_to,U.S.
Thursday,related_to,Iraq
Thursday,related_to,2003
Thursday,related_to,U.S.
Iraq,related_to,2003
Iraq,related_to,U.S.
2003,related_to,U.S.
Mr. Moussa,related_to,Iraqi
Mr. Moussa,related_to,Grand Ayatollah Ali al-Sistani
Iraqi,related_to,Grand Ayatollah Ali al-Sistani
Arab League,related_to,Iraq
Arab League,related_to,Iraqi
Iraq,related_to,Iraqi
Pakistani,related_to,Lahore
VOA,related_to,George Dwyer
Italian,related_to,Turin Games
Marco Beltrame,related_to,Stefano Chiapolino
Marco Beltrame,related_to,Tuesday
Marco Beltrame,related_to,Predazzo
Stefano Chiapolino,related_to,Tuesday
Stefano Chiapolino,related_to,Predazzo
Tuesday,related_to,Predazzo
19-year-old,related_to,Beltrame
19-year-old,related_to,Belluno
Beltrame,related_to,Belluno
Chiapolino,related_to,Cavalese
Italian,related_to,February 20
Games,related_to,Friday
Pakistani,related_to,Karachi
Pakistani,related_to,Saturday
Karachi,related_to,Saturday
U.N. Secretary-General,related_to,Kofi Annan
U.N. Secretary-General,related_to,United Nations
U.N. Secretary-General,related_to,Haiti
U.N. Secretary-General,related_to,through February 2008
Kofi Annan,related_to,United Nations
Kofi Annan,related_to,Haiti
Kofi Annan,related_to,through February 2008
United Nations,related_to,Haiti
United Nations,related_to,through February 2008
Haiti,related_to,through February 2008
Tuesday,related_to,Mr. Annan
Tuesday,related_to,Haiti
Mr. Annan,related_to,Haiti
U.N. Secretary-General Ban Ki-Moon,related_to,Associated Press
Michele Montas,related_to,Jean Dominique
Michele Montas,related_to,Haiti
Jean Dominique,related_to,Haiti
Dominique,related_to,2000
Associated Press,related_to,Haitian
South Africa,related_to,Zimbabwe
Congress of South African,related_to,March 31
Zwelinzima Vavi,related_to,President Robert Mugabe
South,related_to,African
Zimbabwe,related_to,COSATU
Saturday,related_to,Pakistan Peoples Party
Saturday,related_to,Ali Zardari
Saturday,related_to,Said-uz Zaman Siddiqui
Saturday,related_to,Mushahid Hussain Sayed
Pakistan Peoples Party,related_to,Ali Zardari
Pakistan Peoples Party,related_to,Said-uz Zaman Siddiqui
Pakistan Peoples Party,related_to,Mushahid Hussain Sayed
Ali Zardari,related_to,Said-uz Zaman Siddiqui
Ali Zardari,related_to,Mushahid Hussain Sayed
Said-uz Zaman Siddiqui,related_to,Mushahid Hussain Sayed
Siddiqui,related_to,Pakistan Muslim League-N
Siddiqui,related_to,Prime Minister Nawaz Sharif
Siddiqui,related_to,Sayed
Siddiqui,related_to,President Pervez Musharraf
Pakistan Muslim League-N,related_to,Prime Minister Nawaz Sharif
Pakistan Muslim League-N,related_to,Sayed
Pakistan Muslim League-N,related_to,President Pervez Musharraf
Prime Minister Nawaz Sharif,related_to,Sayed
Prime Minister Nawaz Sharif,related_to,President Pervez Musharraf
Sayed,related_to,President Pervez Musharraf
Russian,related_to,Venezuela
Russian,related_to,one
Russian,related_to,American
Venezuela,related_to,one
Venezuela,related_to,American
one,related_to,American
Russian,related_to,Caracas
Russian,related_to,morning
Russian,related_to,Thursday
Caracas,related_to,morning
Caracas,related_to,Thursday
morning,related_to,Thursday
Atlantic,related_to,North Arctic Oceans
Atlantic,related_to,Russia
Atlantic,related_to,Friday
North Arctic Oceans,related_to,Russia
North Arctic Oceans,related_to,Friday
Russia,related_to,Friday
Venezuela,related_to,September 10
Venezuela,related_to,Russia
Venezuela,related_to,Venezuela
Venezuela,related_to,November
September 10,related_to,Russia
September 10,related_to,Venezuela
September 10,related_to,November
Russia,related_to,Venezuela
Russia,related_to,November
Venezuela,related_to,November
Russia,related_to,later
Russia,related_to,Western Hemisphere
later,related_to,Western Hemisphere
Iraqi,related_to,Thursday
Iraqi,related_to,Baghdad
Thursday,related_to,Baghdad
Friday,related_to,Hillah
Thursday,related_to,Balad
Al-Qaida,related_to,Iraq
Abu Musab,related_to,al-Zarqawi
Abu Musab,related_to,October 15 constitutional referendum
al-Zarqawi,related_to,October 15 constitutional referendum
American,related_to,Shawn Johnson
American,related_to,Beijing
Shawn Johnson,related_to,Beijing
Elaine Lu,related_to,Liu Enming
Elaine Lu,related_to,Olympian
Elaine Lu,related_to,Beijing
Liu Enming,related_to,Olympian
Liu Enming,related_to,Beijing
Olympian,related_to,Beijing
U.S.,related_to,first three
U.S.,related_to,of
first three,related_to,of
Thursday,related_to,Commerce Department
Thursday,related_to,first quarter
Thursday,related_to,nine-tenths
Thursday,related_to,one
Commerce Department,related_to,first quarter
Commerce Department,related_to,nine-tenths
Commerce Department,related_to,one
first quarter,related_to,nine-tenths
first quarter,related_to,one
nine-tenths,related_to,one
first,related_to,quarter of 2007
Labor Department,related_to,Americans
Bolivia,related_to,President Evo Morales
Bolivia,related_to,Chaco
President Evo Morales,related_to,Chaco
Mr. Morales,related_to,Friday
Mr. Morales,related_to,Chaco
Mr. Morales,related_to,British
Mr. Morales,related_to,BP
Friday,related_to,Chaco
Friday,related_to,British
Friday,related_to,BP
Chaco,related_to,British
Chaco,related_to,BP
British,related_to,BP
Today 's take-over of,related_to,Chaco
Today 's take-over of,related_to,Bolivians
Today 's take-over of,related_to,Mr. Morales
Chaco,related_to,Bolivians
Chaco,related_to,Mr. Morales
Bolivians,related_to,Mr. Morales
Mexican,related_to,Nuevo Laredo
Enrique Cardenas,related_to,Thursday
U.S. State Department,related_to,Nuevo Laredo
U.S. State Department,related_to,Mexican
Nuevo Laredo,related_to,Mexican
South Korea,related_to,Pyongyang
South Korea,related_to,North Korea
Pyongyang,related_to,North Korea
Ban Ki-moon,related_to,North Korea
North Korea,related_to,November
United States,related_to,China
United States,related_to,Russia
United States,related_to,Japan
United States,related_to,South Korea
United States,related_to,North Korea
China,related_to,Russia
China,related_to,Japan
China,related_to,South Korea
China,related_to,North Korea
Russia,related_to,Japan
Russia,related_to,South Korea
Russia,related_to,North Korea
Japan,related_to,South Korea
Japan,related_to,North Korea
South Korea,related_to,North Korea
Alan Greenspan,related_to,Saturday
Alan Greenspan,related_to,Wyoming
Saturday,related_to,Wyoming
Mr. Greenspan,related_to,Americans
Afghan,related_to,Taleban
Afghan,related_to,Afghanistan
Taleban,related_to,Afghanistan
Afghanistan,related_to,Tuesday
Afghanistan,related_to,Policharki Prison
Afghanistan,related_to,Kabul
Afghanistan,related_to,Sunday
Tuesday,related_to,Policharki Prison
Tuesday,related_to,Kabul
Tuesday,related_to,Sunday
Policharki Prison,related_to,Kabul
Policharki Prison,related_to,Sunday
Kabul,related_to,Sunday
Pakistani,related_to,U.S.
Pakistani,related_to,al-Qaida
Pakistani,related_to,Taliban
U.S.,related_to,al-Qaida
U.S.,related_to,Taliban
al-Qaida,related_to,Taliban
Khaisor,related_to,North Waziristan
Khaisor,related_to,Afghanistan
North Waziristan,related_to,Afghanistan
U.S.,related_to,northwest Pakistan
U.S.,related_to,past
northwest Pakistan,related_to,past
U.S.,related_to,South Waziristan
U.S.,related_to,Afghan
U.S.,related_to,8
South Waziristan,related_to,Afghan
South Waziristan,related_to,8
Afghan,related_to,8
United States,related_to,Pakistan
Pakistani,related_to,Pakistan
Pakistani,related_to,Swat
Pakistan,related_to,Swat
South Africa,related_to,Siphiwe Tshabalala
South Africa,related_to,2010 World Cup
Siphiwe Tshabalala,related_to,2010 World Cup
SAFA,related_to,Leslie Sedibe
SAFA,related_to,Tuesday
SAFA,related_to,SAFA
SAFA,related_to,Johannesburg
Leslie Sedibe,related_to,Tuesday
Leslie Sedibe,related_to,SAFA
Leslie Sedibe,related_to,Johannesburg
Tuesday,related_to,SAFA
Tuesday,related_to,Johannesburg
SAFA,related_to,Johannesburg
World Cup,related_to,Tshabalala
World Cup,related_to,South Africa
World Cup,related_to,Mexico
World Cup,related_to,Soccer City
World Cup,related_to,Johannesburg
Tshabalala,related_to,South Africa
Tshabalala,related_to,Mexico
Tshabalala,related_to,Soccer City
Tshabalala,related_to,Johannesburg
South Africa,related_to,Mexico
South Africa,related_to,Soccer City
South Africa,related_to,Johannesburg
Mexico,related_to,Soccer City
Mexico,related_to,Johannesburg
Soccer City,related_to,Johannesburg
Sedibe,related_to,Siphiwe Tshabalala
Taiwan,related_to,China
Chen Shui-bian,related_to,Wednesday
Chen Shui-bian,related_to,China
Chen Shui-bian,related_to,Taipei
Wednesday,related_to,China
Wednesday,related_to,Taipei
China,related_to,Taipei
Mr. Chen,related_to,March 26
Mr. Chen,related_to,Taiwan
March 26,related_to,Taiwan
European Union,related_to,Beijing
U.S.,related_to,President Barack Obama
U.S.,related_to,Burma
U.S.,related_to,another
President Barack Obama,related_to,Burma
President Barack Obama,related_to,another
Burma,related_to,another
Mr. Obama,related_to,Congress
Mr. Obama,related_to,Friday
Mr. Obama,related_to,Burma
Congress,related_to,Friday
Congress,related_to,Burma
Friday,related_to,Burma
Burma,related_to,U.S.
Burma,related_to,U.S.
U.S.,related_to,U.S.
Beijing Palace Museum,related_to,Taiwan
Beijing Palace Museum,related_to,Sunday
Beijing Palace Museum,related_to,Chinese
Taiwan,related_to,Sunday
Taiwan,related_to,Chinese
Sunday,related_to,Chinese
Zheng Xinmiao,related_to,Beijing
Zheng Xinmiao,related_to,Taipei
Zheng Xinmiao,related_to,National Palace Museum
Beijing,related_to,Taipei
Beijing,related_to,National Palace Museum
Taipei,related_to,National Palace Museum
Beijing,related_to,1911
Beijing,related_to,Taiwan
Beijing,related_to,October
1911,related_to,Taiwan
1911,related_to,October
Taiwan,related_to,October
Taipei,related_to,Forbidden City
Taipei,related_to,Chinese
Taipei,related_to,1949
Forbidden City,related_to,Chinese
Forbidden City,related_to,1949
Chinese,related_to,1949
Taiwan,related_to,Chinese
Britain,related_to,Court of Appeal
Britain,related_to,British
Britain,related_to,Australian
Britain,related_to,British
Court of Appeal,related_to,British
Court of Appeal,related_to,Australian
Court of Appeal,related_to,British
British,related_to,Australian
British,related_to,British
Australian,related_to,British
David Hicks,related_to,U.S.
David Hicks,related_to,Guantanamo Bay
David Hicks,related_to,Cuba
U.S.,related_to,Guantanamo Bay
U.S.,related_to,Cuba
Guantanamo Bay,related_to,Cuba
Hicks,related_to,Britain
Hicks,related_to,British
Hicks,related_to,London
Hicks,related_to,Guantanamo
Hicks,related_to,British
Britain,related_to,British
Britain,related_to,London
Britain,related_to,Guantanamo
Britain,related_to,British
British,related_to,London
British,related_to,Guantanamo
British,related_to,British
London,related_to,Guantanamo
London,related_to,British
Guantanamo,related_to,British
Hicks,related_to,Islam
Hicks,related_to,U.S.
Hicks,related_to,Afghanistan
Hicks,related_to,2001
Hicks,related_to,al
Islam,related_to,U.S.
Islam,related_to,Afghanistan
Islam,related_to,2001
Islam,related_to,al
U.S.,related_to,Afghanistan
U.S.,related_to,2001
U.S.,related_to,al
Afghanistan,related_to,2001
Afghanistan,related_to,al
2001,related_to,al
Britain,related_to,High Court
Britain,related_to,December
Britain,related_to,Court of Appeals
Britain,related_to,Wednesday
High Court,related_to,December
High Court,related_to,Court of Appeals
High Court,related_to,Wednesday
December,related_to,Court of Appeals
December,related_to,Wednesday
Court of Appeals,related_to,Wednesday
Israeli,related_to,Prime Minister Ehud Olmert
Israeli,related_to,10
Prime Minister Ehud Olmert,related_to,10
Shula Zaken,related_to,Tuesday
Mr.,related_to,Olmert
Israeli,related_to,prime
President Bush,related_to,British
President Bush,related_to,Prime
President Bush,related_to,Tony Blair
President Bush,related_to,Friday
President Bush,related_to,Washington
President Bush,related_to,Middle East
British,related_to,Prime
British,related_to,Tony Blair
British,related_to,Friday
British,related_to,Washington
British,related_to,Middle East
Prime,related_to,Tony Blair
Prime,related_to,Friday
Prime,related_to,Washington
Prime,related_to,Middle East
Tony Blair,related_to,Friday
Tony Blair,related_to,Washington
Tony Blair,related_to,Middle East
Friday,related_to,Washington
Friday,related_to,Middle East
Washington,related_to,Middle East
Iraq,related_to,Afghanistan
Iraq,related_to,Sudan
Iraq,related_to,Darfur
Afghanistan,related_to,Sudan
Afghanistan,related_to,Darfur
Sudan,related_to,Darfur
Iran,related_to,Tehran
White House,related_to,Friday
White House,related_to,United States
White House,related_to,United Kingdom
Friday,related_to,United States
Friday,related_to,United Kingdom
United States,related_to,United Kingdom
Mr. Blair,related_to,Mr. Bush
Mr. Blair,related_to,Iraq
Mr. Blair,related_to,Britain
Mr. Bush,related_to,Iraq
Mr. Bush,related_to,Britain
Iraq,related_to,Britain
Israeli,related_to,Israeli
Israeli,related_to,Palestinian
Israeli,related_to,Palestinian
The Rights,related_to,B'Tselem
The Rights,related_to,Thursday
The Rights,related_to,West Bank
The Rights,related_to,Palestinians
B'Tselem,related_to,Thursday
B'Tselem,related_to,West Bank
B'Tselem,related_to,Palestinians
Thursday,related_to,West Bank
Thursday,related_to,Palestinians
West Bank,related_to,Palestinians
Israeli,related_to,Israelis
Gaza,related_to,Israeli
Gaza,related_to,today
Gaza,related_to,Israeli
Israeli,related_to,today
Israeli,related_to,Israeli
today,related_to,Israeli
British,related_to,Secretary Jack Straw
British,related_to,Uzbek
British,related_to,Andijon
Secretary Jack Straw,related_to,Uzbek
Secretary Jack Straw,related_to,Andijon
Uzbek,related_to,Andijon
Sunday,related_to,BBC
Sunday,related_to,Mr. Straw
Sunday,related_to,Uzbek
Sunday,related_to,Red Cross
BBC,related_to,Mr. Straw
BBC,related_to,Uzbek
BBC,related_to,Red Cross
Mr. Straw,related_to,Uzbek
Mr. Straw,related_to,Red Cross
Uzbek,related_to,Red Cross
The Associated Press,related_to,Uzbek
The Associated Press,related_to,Mr. Straw
Uzbek,related_to,Mr. Straw
Russian,related_to,Minister Sergei Lavrov
Russian,related_to,Afghanistan 's Taleban
Minister Sergei Lavrov,related_to,Afghanistan 's Taleban
New York-based Human Rights Watch,related_to,Uzbek
U.N. Secretary-General,related_to,Kofi Annan
Mr. Annan,related_to,Nuclear Non-Proliferation Treaty
Germany,related_to,Sunday
Germany,related_to,North Korea
Germany,related_to,Iran
Sunday,related_to,North Korea
Sunday,related_to,Iran
North Korea,related_to,Iran
German,related_to,Minister Joschka Fischer
German,related_to,Iran
German,related_to,U.N. Security Council
Minister Joschka Fischer,related_to,Iran
Minister Joschka Fischer,related_to,U.N. Security Council
Iran,related_to,U.N. Security Council
Germany,related_to,France
Germany,related_to,Britain
Germany,related_to,Iran
